tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw
pga,2022,2022,RBC Canadian Open,32,"Malnati, Peter",14926,CUT,2,St. George's G&CC,772,72,-0.147,-0.116,0.434,-0.592,-0.274,-0.421,282.1,0.615,0.556,0.444,61.736,35.764
pga,2022,2022,RBC Canadian Open,32,"Johnson, Richard S.",1805,CUT,1,St. George's G&CC,772,75,-0.651,-0.451,-1.304,-1.043,-2.797,-3.4,269.1,0.769,0.611,0.444,43.533,39.89
pga,2022,2022,RBC Canadian Open,32,"Johnson, Richard S.",1805,CUT,2,St. George's G&CC,772,74,1.052,-1.131,-0.666,-1.676,-3.473,-2.421,268.0,0.538,0.611,0.333,58.685,32.709
pga,2022,2022,RBC Canadian Open,32,"Wu, Dylan",25002,CUT,1,St. George's G&CC,772,71,-0.183,1.938,-0.294,-0.91,0.735,0.6,295.5,0.462,0.611,0.875,54.091,34.646
pga,2022,2022,RBC Canadian Open,32,"Wu, Dylan",25002,CUT,2,St. George's G&CC,772,78,-2.828,-0.614,-2.434,-0.545,-3.593,-6.421,291.7,0.538,0.444,0.2,72.113,37.839
pga,2022,2022,RBC Canadian Open,32,"Hoag, Bo",14081,CUT,1,St. George's G&CC,772,78,-1.457,-2.314,-1.699,-0.979,-4.991,-6.4,278.2,0.538,0.611,0.545,53.95,35.906
pga,2022,2022,RBC Canadian Open,32,"Hoag, Bo",14081,CUT,2,St. George's G&CC,772,72,-1.446,1.608,-0.241,-0.342,1.025,-0.421,289.1,0.615,0.556,0.429,52.893,29.797
pga,2022,2022,RBC Canadian Open,32,"Leonard, Brendan",23740,CUT,1,St. George's G&CC,772,78,-2.625,0.645,-3.14,-1.329,-3.823,-6.4,279.3,0.615,0.5,0.444,38.17,43.846
pga,2022,2022,RBC Canadian Open,32,"Leonard, Brendan",23740,CUT,2,St. George's G&CC,772,72,0.324,-0.807,-0.936,0.998,-0.745,-0.421,298.7,0.692,0.556,0.545,27.391,35.04
pga,2022,2022,RBC Canadian Open,32,"Sekulic, Max",25137,CUT,1,St. George's G&CC,772,75,0.025,-0.383,-1.413,-1.678,-3.473,-3.4,279.8,0.385,0.5,0.455,63.902,27.716
pga,2022,2022,RBC Canadian Open,32,"Sekulic, Max",25137,CUT,2,St. George's G&CC,772,75,-0.287,-0.3,-3.283,0.449,-3.134,-3.421,291.7,0.615,0.389,0.462,71.382,40.39
pga,2022,2022,RBC Canadian Open,32,"Davis, Brian",5663,CUT,1,St. George's G&CC,772,78,-2.094,-1.703,-0.805,-1.847,-4.354,-6.4,272.9,0.846,0.5,0.545,14.255,33.634
pga,2022,2022,RBC Canadian Open,32,"Davis, Brian",5663,CUT,2,St. George's G&CC,772,72,-0.326,0.775,-1.036,0.166,-0.095,-0.421,277.1,0.846,0.556,0.545,49.824,40.202
pga,2022,2022,RBC Canadian Open,32,"Flavin, Patrick",26122,CUT,1,St. George's G&CC,772,75,0.7,-1.224,-2.854,-0.071,-4.148,-3.4,290.2,0.615,0.556,0.6,40.038,45.234
pga,2022,2022,RBC Canadian Open,32,"Flavin, Patrick",26122,CUT,2,St. George's G&CC,772,76,2.177,-1.671,-2.679,-2.248,-6.598,-4.421,285.7,0.462,0.222,0.625,44.597,33.194
pga,2022,2022,RBC Canadian Open,32,"Brown, Scott",11330,CUT,1,St. George's G&CC,772,75,-1.127,0.018,-1.966,-0.374,-2.321,-3.4,272.9,0.615,0.389,0.583,47.34,35.552
pga,2022,2022,RBC Canadian Open,32,"Brown, Scott",11330,CUT,2,St. George's G&CC,772,77,-1.808,0.862,-2.334,-2.141,-3.613,-5.421,282.0,0.538,0.611,0.375,87.677,28.957
pga,2022,2022,RBC Canadian Open,32,"Garrigus, Robert",6789,CUT,1,St. George's G&CC,772,75,-1.068,-0.418,-1.935,-0.028,-2.38,-3.4,302.7,0.692,0.5,0.667,27.75,33.048
pga,2022,2022,RBC Canadian Open,32,"Garrigus, Robert",6789,CUT,2,St. George's G&CC,772,77,-1.293,-4.617,-0.055,0.544,-4.128,-5.421,306.0,0.385,0.556,0.308,45.881,34.936
pga,2022,2022,RBC Canadian Open,32,"Travale, Johnny",29714,CUT,1,St. George's G&CC,772,76,-2.172,-0.149,-1.476,-0.652,-2.276,-4.4,304.3,0.462,0.556,0.5,39.828,38.684
pga,2022,2022,RBC Canadian Open,32,"Travale, Johnny",29714,CUT,2,St. George's G&CC,772,76,-3.727,-0.983,-0.982,1.271,-0.694,-4.421,305.3,0.615,0.611,0.429,42.694,29.747
pga,2022,2022,RBC Canadian Open,32,"Davison, Callum",25241,CUT,1,St. George's G&CC,772,76,-1.593,-0.675,-1.649,-0.532,-2.855,-4.4,274.1,0.538,0.5,0.3,94.102,35.783
pga,2022,2022,RBC Canadian Open,32,"Davison, Callum",25241,CUT,2,St. George's G&CC,772,77,1.599,-0.31,-5.717,-0.993,-7.02,-5.421,279.4,0.538,0.333,0.688,79.485,40.022
pga,2022,2022,RBC Canadian Open,32,"Adamonis, Brad",7612,CUT,1,St. George's G&CC,772,75,-0.203,1.198,-2.734,-1.71,-3.245,-3.4,270.3,0.231,0.278,0.6,48.095,38.86
pga,2022,2022,RBC Canadian Open,32,"Adamonis, Brad",7612,CUT,2,St. George's G&CC,772,79,-2.681,-0.425,-3.806,-0.509,-4.74,-7.421,279.1,0.769,0.444,0.643,33.734,39.522
pga,2022,2022,RBC Canadian Open,32,"Watney, Nick",7955,CUT,1,St. George's G&CC,772,79,-0.575,-0.233,1.83,-8.471,-6.873,-7.4,264.4,0.385,0.5,0.5,34.142,29.848
pga,2022,2022,RBC Canadian Open,32,"Watney, Nick",7955,CUT,2,St. George's G&CC,772,75,-3.388,-0.325,1.365,-1.073,-0.033,-3.421,285.3,0.538,0.611,0.167,27.788,30.646
pga,2022,2022,RBC Canadian Open,32,"Every, Matt",10185,CUT,1,St. George's G&CC,772,82,1.244,-2.067,-0.018,-9.608,-11.692,-10.4,265.2,0.308,0.389,0.556,44.914,24.655
pga,2022,2022,RBC Canadian Open,32,"Every, Matt",10185,CUT,2,St. George's G&CC,772,73,-0.898,-1.501,1.412,-0.434,-0.523,-1.421,280.2,0.538,0.611,0.556,52.148,27.641
pga,2022,2022,RBC Canadian Open,32,"Higgs, Harry",14140,CUT,1,St. George's G&CC,772,75,-1.13,-0.339,2.336,-4.316,-2.318,-3.4,273.8,0.462,0.5,0.444,34.785,39.087
pga,2022,2022,RBC Canadian Open,32,"Higgs, Harry",14140,CUT,2,St. George's G&CC,772,80,-0.062,-3.759,-2.737,-1.863,-8.359,-8.421,307.4,0.308,0.5,0.429,42.033,39.307
pga,2022,2022,RBC Canadian Open,32,"Choi, Albin",15606,CUT,1,St. George's G&CC,772,78,-3.74,0.073,-1.977,-0.805,-2.708,-6.4,282.0,0.538,0.556,0.375,48.742,24.739
pga,2022,2022,RBC Canadian Open,32,"Choi, Albin",15606,CUT,2,St. George's G&CC,772,77,0.174,-0.082,-2.368,-3.145,-5.595,-5.421,288.6,0.538,0.444,0.692,60.078,33.406
pga,2022,2022,RBC Canadian Open,32,"McNeill, George",6419,CUT,1,St. George's G&CC,772,78,-2.96,-3.732,0.511,-0.268,-3.488,-6.4,280.6,0.692,0.5,0.25,49.041,33.172
pga,2022,2022,RBC Canadian Open,32,"McNeill, George",6419,CUT,2,St. George's G&CC,772,77,-0.495,1.359,-3.849,-2.436,-4.926,-5.421,283.0,0.308,0.5,0.727,32.013,38.046
pga,2022,2022,RBC Canadian Open,32,"Kaye, Jonathan",3581,CUT,1,St. George's G&CC,772,77,-2.72,-0.572,-0.537,-1.62,-2.728,-5.4,270.4,0.769,0.611,0.667,13.938,32.415
pga,2022,2022,RBC Canadian Open,32,"Kaye, Jonathan",3581,CUT,2,St. George's G&CC,772,79,-1.408,-3.339,-1.33,-1.344,-6.013,-7.421,271.0,0.692,0.333,0.5,59.588,34.342
pga,2022,2022,RBC Canadian Open,32,"Purdy, Ted",5906,CUT,1,St. George's G&CC,772,75,-0.178,-2.588,-0.025,-0.658,-3.27,-3.4,278.6,0.692,0.444,0.25,49.071,38.019
pga,2022,2022,RBC Canadian Open,32,"Purdy, Ted",5906,CUT,2,St. George's G&CC,772,81,-1.0,-6.071,-0.778,-1.572,-8.421,-9.421,269.0,0.615,0.5,0.375,61.715,25.399
pga,2022,2022,RBC Canadian Open,32,"Wagner, Johnson",7927,CUT,1,St. George's G&CC,772,78,-1.292,-0.392,-3.446,-1.319,-5.156,-6.4,268.4,0.692,0.5,0.538,66.955,45.675
pga,2022,2022,RBC Canadian Open,32,"Wagner, Johnson",7927,CUT,2,St. George's G&CC,772,78,-1.124,-0.055,-3.532,-1.71,-5.297,-6.421,275.5,0.615,0.389,0.429,61.856,46.419
pga,2022,2022,RBC Canadian Open,32,"Buhl, William",29713,CUT,1,St. George's G&CC,772,81,-3.008,-3.956,-1.597,-0.888,-6.44,-9.4,277.0,0.692,0.5,0.083,22.833,40.473
pga,2022,2022,RBC Canadian Open,32,"Buhl, William",29713,CUT,2,St. George's G&CC,772,86,-1.579,-3.402,-5.671,-3.769,-12.842,-14.421,269.2,0.462,0.167,0.421,61.727,46.483
pga,2022,2022,RBC Canadian Open,32,"Kodaira, Satoshi",13531,WD,1,St. George's G&CC,772,73,-0.362,-0.799,-1.015,0.727,-1.086,-1.4,279.6,0.923,0.5,0.545,,42.964
pga,2022,2022,RBC Canadian Open,32,"Chalmers, Greg",5625,WD,1,St. George's G&CC,772,77,-0.318,0.254,-2.183,-3.202,-5.13,-5.4,277.4,0.615,0.444,0.556,55.359,29.682
pga,2022,2022,RBC Canadian Open,32,"Stadler, Kevin",7602,DQ,1,St. George's G&CC,772,79,-3.319,-0.762,-1.242,-2.936,-4.199,-7.4,275.4,0.615,0.556,0.5,50.416,39.429
