player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Trevor Lawrence,77632,QB,JAX,9,352,68.5,73,78,9.2,2.46,3,5,5.8,53.8,42,38,16.0,91,25.9,8,23,,,,84.9,72.2,80.5,70.1,60.0,,69.1,0,2,99,23.7,72.6,9.9,9,4,0,2,2,3,3.0,521,6.7,0,15,51.9,82.7,80.0,75.5,79.8,208,222,7.0,2.54,9,12,5.1,72.1,160,66,3.6,261,74.1,6,80,,,,34.6,84.5,84.4,80.8,,,76.7,2,4,275,22.7,95.3,5.7,15,22,0,3,7,9,3.3,1609,7.2,81.4,226,236,6.4,2.2,9,12,4.8,73.3,173,0,6.0,248,70.5,11,79,,,,90.4,91.4,84.2,90.2,60.0,,74.7,0,1,260,,100.0,0.0,0,10,0,1,6,5,1.9,1705,7.2,3,58.2,55,64,12.3,3.28,3,5,6.8,45.3,29,104,9.4,104,29.5,3,24,,,,22.3,55.3,81.0,50.5,,,73.5,2,5,114,23.1,50.6,23.1,24,16,0,4,3,7,6.1,425,6.6
C.J. Stroud,129759,QB,HST,9,350,77.9,86,91,9.1,2.67,1,2,2.0,65.9,60,36,10.4,103,29.4,7,47,,,,66.0,70.9,80.9,70.2,,,58.3,1,1,110,27.8,110.6,9.7,10,1,0,3,5,4,3.6,870,9.6,0,13,43.8,81.7,78.9,72.5,72.2,205,227,9.6,2.95,4,13,5.3,59.9,136,78,8.1,247,70.6,12,83,,,,47.6,83.1,84.2,79.5,,,79.4,1,1,263,11.5,97.1,3.6,9,10,6,11,10,5,1.9,1756,7.7,78.0,214,228,9.8,2.55,5,12,5.0,66.2,151,0,9.6,236,67.4,16,104,,,,90.3,92.6,84.0,91.1,,,81.0,0,2,248,,114.4,0.0,0,6,6,3,15,3,1.2,2128,9.3,2,62.3,77,90,8.8,3.53,0,3,3.0,50.0,45,114,6.3,114,32.6,3,26,,,,24.1,45.0,81.4,45.0,,,62.5,2,0,125,16.7,66.8,16.7,19,5,0,11,0,6,4.8,498,5.5
Baker Mayfield,46518,QB,TB,9,344,73.5,68,80,10.4,2.57,5,3,3.5,60.0,48,33,4.0,85,24.7,2,31,,,,84.2,77.9,80.2,77.3,,,56.2,2,0,91,6.1,106.3,2.4,2,3,0,5,5,0,0.0,640,8.0,1,30,62.5,73.3,71.7,66.4,73.7,213,225,8.7,2.96,3,5,2.0,66.2,149,84,5.1,259,75.3,8,74,,,,49.9,67.5,50.4,67.0,57.6,,63.3,4,5,279,16.7,89.2,5.4,14,19,0,5,9,10,3.6,1505,6.7,75.1,213,220,8.7,2.39,7,5,2.1,69.1,152,0,5.0,227,66.0,8,75,,,,90.3,75.9,83.9,73.5,57.6,,74.0,0,5,241,,91.8,0.0,0,6,0,0,8,6,2.5,1558,7.1,3,69.1,68,85,10.5,3.78,1,3,3.2,52.9,45,117,4.3,117,34.0,2,30,,,,26.6,60.9,16.7,63.4,,,54.1,6,0,129,13.7,98.5,13.7,16,16,0,10,6,4,3.1,587,6.9
Jared Goff,10635,QB,DET,9,344,79.4,97,110,7.1,2.44,4,4,3.5,60.0,66,45,14.3,117,34.0,11,44,,,,86.3,72.3,81.3,70.2,60.0,,65.6,0,3,121,13.3,87.6,5.1,6,1,0,9,5,3,2.5,838,7.6,0,11,76.4,90.6,88.6,74.0,82.2,202,216,6.9,2.61,2,9,4.0,72.7,157,67,5.4,227,66.0,9,77,,,,63.9,91.9,83.8,91.0,,,54.6,2,2,236,13.4,104.9,4.0,9,2,1,9,9,3,1.3,1668,7.7,85.5,221,231,6.6,2.33,6,11,4.6,74.5,172,0,9.0,232,67.4,17,90,,,,90.3,94.6,83.9,93.2,,,65.6,0,1,239,,114.3,0.0,0,1,1,3,12,1,0.4,1923,8.3,3,69.2,78,95,8.2,3.02,0,2,2.0,53.7,51,112,5.6,112,32.6,3,31,,,,40.4,57.4,81.2,58.1,60.0,,54.6,2,4,118,13.4,61.9,13.4,15,2,0,15,2,5,4.2,583,6.1
Dak Prescott,10769,QB,DAL,9,342,80.7,88,92,7.9,2.47,2,6,6.1,72.8,67,37,5.6,105,30.7,4,44,,,,85.7,86.5,81.0,82.3,,,77.3,2,3,112,16.2,104.9,5.7,6,6,0,0,6,1,0.9,751,8.2,0,9,84.3,87.6,84.4,78.4,76.0,204,208,8.9,2.78,0,15,6.9,69.7,145,69,6.5,237,69.3,10,81,,,,76.3,82.3,84.1,80.4,,,65.7,1,3,250,23.2,105.1,6.8,16,11,0,3,11,6,2.4,1664,8.0,79.6,221,223,7.8,2.38,1,14,6.2,72.6,162,0,8.0,236,69.0,14,93,,,,90.3,87.4,83.9,85.6,,,62.5,0,4,241,,106.6,0.0,0,10,0,1,13,5,2.1,1714,7.7,3,70.4,71,77,10.8,3.37,1,7,7.9,64.9,50,106,0.0,106,31.0,0,32,,,,59.7,77.2,81.3,72.6,,,80.2,3,2,121,20.8,100.6,20.8,22,7,0,2,4,2,1.7,701,9.1
Lamar Jackson,46416,QB,BLT,10,340,75.0,100,107,7.3,2.65,3,4,3.6,63.6,68,46,9.3,123,36.2,7,36,,,,61.1,77.1,81.5,72.0,,,84.6,1,2,129,19.6,88.8,7.3,9,7,0,3,3,3,2.3,828,7.7,1,3,28.7,87.5,84.1,78.0,80.4,163,169,9.2,3.22,1,10,5.4,74.6,126,70,3.8,217,63.8,5,71,,,,28.6,88.8,83.9,86.0,,,73.2,2,3,239,21.4,103.9,6.9,15,32,1,2,7,8,3.3,1349,8.0,81.1,201,205,7.3,2.51,3,5,2.3,75.6,155,0,4.9,224,65.9,8,75,,,,38.9,89.6,83.8,88.8,,,60.0,0,4,235,,95.7,0.4,1,17,1,0,5,7,3.0,1504,7.3,4,69.4,62,71,12.4,3.98,1,9,11.0,54.9,39,116,9.3,116,34.1,4,32,,,,36.3,76.0,81.6,66.3,,,88.7,3,1,133,19.8,105.0,19.8,23,22,0,5,5,4,3.0,673,9.5
Jordan Love,40306,QB,GB,9,339,69.9,93,97,7.7,2.48,2,6,5.8,58.8,57,36,12.3,106,31.3,8,38,,,,38.3,76.9,81.0,74.7,,,68.1,1,0,114,11.1,90.9,3.8,4,3,0,1,4,4,3.5,608,6.3,0,12,76.2,71.3,68.7,73.4,67.6,188,203,10.8,2.9,3,8,3.7,58.6,119,64,6.3,233,68.7,8,66,,,,90.3,64.0,84.0,63.3,,,61.6,2,10,246,21.9,75.6,6.0,14,15,2,8,10,5,2.0,1401,6.9,71.6,222,228,8.8,2.47,4,9,3.7,63.2,144,0,9.4,239,70.5,15,82,,,,90.4,78.3,84.1,76.2,,,67.4,0,6,254,,88.4,0.0,0,10,2,0,11,4,1.6,1565,6.9,5,55.9,59,72,13.3,3.5,1,5,6.5,44.4,32,100,3.0,100,29.5,1,22,,,,35.1,49.3,80.8,49.1,,,59.8,3,4,106,18.0,55.6,18.0,18,8,0,9,3,5,4.7,444,6.2
Bryce Young,123943,QB,CAR,8,339,71.2,59,72,8.3,2.63,2,1,1.3,56.9,41,43,2.4,87,25.7,1,28,,,,52.9,55.5,80.3,56.6,,,52.8,1,0,95,25.6,87.4,12.6,11,3,0,10,2,2,2.1,495,6.9,1,5,48.2,50.0,49.3,64.3,75.4,195,218,6.1,2.92,3,6,2.6,64.7,141,89,4.1,252,74.3,6,62,,,,62.7,50.8,84.3,48.0,,,75.9,3,7,268,20.2,72.1,7.1,18,15,0,17,6,9,3.4,1065,4.9,78.6,192,198,5.7,2.4,2,4,1.9,73.2,145,0,4.0,207,61.1,6,71,,,,90.1,65.2,83.5,63.8,,,66.8,0,5,217,,91.9,0.0,0,8,0,4,8,6,2.8,1226,6.2,5,61.3,62,92,9.6,3.54,3,3,3.0,40.2,37,132,2.6,132,38.9,1,19,,,,27.7,33.5,82.0,30.8,,,69.9,4,2,146,22.0,41.7,22.0,29,10,0,23,0,5,3.4,334,3.6
Geno Smith,7820,QB,SEA,9,332,79.7,74,91,6.8,2.43,5,4,3.9,63.7,58,48,1.7,98,29.5,1,34,,,,85.6,75.8,2.8,76.4,,,55.3,3,1,110,4.2,90.4,2.0,2,3,0,9,3,2,1.8,629,6.9,0,29,72.5,75.3,75.0,58.7,76.7,189,209,8.8,3.03,4,9,4.1,66.0,138,82,4.8,234,70.5,7,71,,,,76.0,74.2,84.0,71.1,,,77.4,2,6,247,20.7,88.6,7.3,17,8,2,12,8,11,4.5,1542,7.4,80.1,186,196,8.2,2.43,7,11,5.3,73.0,143,0,4.0,202,60.8,6,74,,,,90.1,83.2,83.4,81.3,,,61.8,0,5,214,,96.7,0.0,0,4,2,1,6,7,3.3,1612,8.2,4,71.4,77,104,8.3,3.52,2,2,1.7,51.0,53,130,3.6,130,39.2,2,31,,,,63.8,61.9,18.8,59.7,,,75.0,5,2,143,14.6,75.0,14.6,19,7,0,20,5,6,4.2,559,5.4
Kirk Cousins,7102,QB,MIN,8,331,81.3,91,102,7.7,2.53,0,3,2.8,66.7,68,46,8.1,113,34.1,6,40,,,,25.0,72.6,81.2,71.8,,,57.9,6,0,118,21.7,122.1,8.8,10,1,0,5,10,6,5.1,779,7.6,0,18,46.2,86.1,85.1,64.8,80.2,202,209,7.6,2.77,1,7,3.1,70.8,148,62,8.6,218,65.9,14,73,,,,90.2,89.9,83.8,87.1,60.0,,66.4,1,5,235,11.3,94.8,3.2,7,2,2,3,8,2,0.9,1552,7.4,83.9,217,221,7.2,2.56,0,7,3.0,75.1,166,0,8.8,223,67.4,16,81,,,,90.3,91.2,83.9,90.4,60.0,,54.2,0,4,237,,103.5,0.0,0,2,2,2,10,3,1.3,1661,7.5,6,71.1,76,90,9.0,2.97,1,3,3.1,55.6,50,108,7.4,108,32.6,4,32,,,,24.8,65.7,81.1,63.9,,,65.6,7,1,116,15.7,104.4,15.7,17,1,0,6,8,5,4.3,670,7.4
