player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Brian Hoyer,5277,QB,LV,2,43,46.2,13,13,8.2,2.14,0,1,7.1,38.5,5,4,16.7,14,32.6,1,3,,,,73.5,56.4,73.7,56.6,,,,0,0,15,25.0,48.9,7.1,1,0,0,0,0,0,0.0,46,3.5,0,23,80.6,57.9,57.2,60.5,65.5,29,29,8.6,2.31,0,2,6.3,62.1,18,1,5.3,29,67.4,1,11,,,,77.7,58.4,76.4,58.4,,,,0,2,32,0.0,51.7,0.0,0,0,0,0,0,1,3.1,185,6.4,65.8,38,38,8.2,2.19,0,3,7.3,60.5,23,0,8.0,38,88.4,2,14,,,,79.2,66.1,77.3,65.5,,,,0,2,41,,55.9,0.0,0,0,0,0,0,1,2.4,231,6.1,0,0.0,4,4,11.0,2.76,0,0,0.0,0.0,0,5,,5,11.6,0,0,,,,68.9,29.8,70.6,32.0,,,,0,0,6,20.0,39.6,20.0,1,0,0,0,0,0,0.0,0,0.0
Mitch Trubisky,11757,QB,PIT,2,37,50.0,4,4,13.8,2.56,0,0,0.0,50.0,2,2,0.0,5,13.5,0,1,,,,68.9,30.6,70.6,33.0,,,,0,1,6,50.0,70.8,20.0,1,0,0,0,1,1,16.7,26,6.5,0,25,78.9,34.8,37.5,50.2,65.4,26,28,8.2,2.78,0,0,0.0,57.1,16,9,5.9,32,86.5,1,9,,,,77.9,41.1,76.5,44.3,,,50.2,1,1,33,11.1,54.2,3.1,1,3,1,0,0,2,6.1,130,4.6,73.9,23,24,7.7,2.42,0,0,0.0,66.7,16,0,5.9,26,70.3,1,8,,,,76.8,41.2,75.8,43.4,,,54.6,0,2,27,,61.1,0.0,0,2,1,0,1,2,7.4,140,5.8,0,28.6,7,8,13.0,3.55,0,0,0.0,25.0,2,11,0.0,11,29.7,0,2,,,,72.4,35.3,72.9,38.8,,,56.8,1,0,12,18.2,39.6,18.2,2,1,0,0,0,1,8.3,16,2.0
Kyler Murray,38334,QB,ARZ,1,36,63.6,11,11,9.2,3.01,0,2,18.2,63.6,7,8,0.0,14,38.9,0,5,,,,73.5,81.1,73.7,67.0,,,86.4,0,0,15,25.0,94.9,14.3,2,1,0,0,0,0,0.0,105,9.5,0,1,79.9,65.6,60.0,82.8,68.4,19,21,11.1,2.84,2,0,0.0,57.1,12,4,7.7,22,61.1,1,7,,,,76.3,57.7,75.5,55.3,,,66.4,0,1,25,0.0,58.4,0.0,0,1,0,0,0,0,0.0,144,6.9,72.7,22,23,11.6,2.39,1,2,8.3,65.2,15,0,6.3,24,66.7,1,9,,,,76.6,71.2,75.6,68.5,,,66.4,0,1,26,,76.7,0.0,0,1,0,0,0,0,0.0,212,9.2,2,50.0,8,9,6.9,3.94,1,0,0.0,44.4,4,12,0.0,12,33.3,0,3,,,,73.2,61.0,73.5,45.0,,,86.4,0,0,14,16.7,56.3,16.7,2,1,0,0,0,0,0.0,37,4.1
Clayton Tune,77652,QB,ARZ,2,33,66.7,3,3,7.3,2.6,0,0,0.0,33.3,1,4,50.0,5,15.2,1,1,,,,68.0,54.6,69.9,55.0,,,,0,0,5,50.0,49.3,40.0,2,0,0,0,0,0,0.0,14,4.7,0,1,78.3,30.2,28.0,60.7,75.0,16,18,2.4,3.01,2,0,0.0,61.1,11,13,8.3,28,84.8,1,3,,,,77.2,27.8,76.1,26.9,,,56.5,0,2,30,38.5,25.9,17.9,5,5,0,0,0,3,10.0,48,2.7,100.0,12,14,1.1,2.54,2,0,0.0,78.6,11,0,8.3,16,48.5,1,4,,,,74.2,72.0,74.1,68.7,,,66.1,0,0,17,,84.8,0.0,0,2,0,0,0,0,0.0,61,4.4,0,28.6,7,7,6.9,3.33,0,0,0.0,14.3,1,17,50.0,17,51.5,1,0,,,,74.2,20.1,74.3,20.0,,,50.6,0,2,18,41.2,0.0,41.2,7,3,0,0,0,3,16.7,1,0.1
Bailey Zappe,60396,QB,NE,3,26,50.0,4,4,13.0,2.84,0,0,0.0,50.0,2,2,0.0,5,19.2,0,1,,,,68.0,64.0,69.9,63.6,,,,0,0,5,50.0,76.0,20.0,1,0,0,0,0,0,0.0,31,7.8,0,19,76.6,41.3,42.2,,42.1,19,21,12.2,2.65,0,0,0.0,38.1,8,8,0.0,21,80.8,0,2,,,,75.4,35.5,74.9,37.4,,,,0,1,21,0.0,28.5,0.0,0,0,0,2,0,1,4.8,73,3.5,50.0,16,16,12.1,2.39,0,0,0.0,50.0,8,0,0.0,16,61.5,0,2,,,,73.9,42.2,73.9,43.6,,,,0,1,16,,37.5,0.0,0,0,0,0,0,1,6.3,76,4.8,0,28.6,7,9,12.9,3.16,0,0,0.0,22.2,2,10,0.0,10,38.5,0,1,,,,71.4,47.7,72.3,48.6,,,,0,0,10,10.0,40.0,10.0,1,0,0,2,0,0,0.0,28,3.1
Cooper Rush,12324,QB,DAL,5,20,66.7,12,12,11.0,2.05,0,1,8.3,66.7,8,3,0.0,13,65.0,0,4,,,,72.8,48.0,73.2,45.9,,,63.1,0,1,13,0.0,48.6,0.0,0,1,0,0,0,1,7.7,74,6.2,0,9,77.6,53.1,48.5,66.1,100.0,5,5,-0.4,1.54,0,0,0.0,100.0,5,2,0.0,7,35.0,0,1,,,,69.6,61.1,71.1,60.9,,,,0,0,7,50.0,87.5,14.3,1,0,0,0,0,0,0.0,25,5.0,78.6,14,14,7.4,1.78,0,1,7.1,78.6,11,0,0.0,15,75.0,0,5,,,,73.5,67.4,73.7,64.6,,,63.1,0,0,15,,89.0,0.0,0,1,0,0,0,0,0.0,75,5.4,0,66.7,3,3,8.7,2.16,0,0,0.0,66.7,2,5,0.0,5,25.0,0,0,,,,68.0,27.3,69.9,28.4,,,,0,1,5,20.0,51.4,20.0,1,0,0,0,0,1,20.0,24,8.0
Jaren Hall,82094,QB,MIN,2,13,75.0,4,4,6.0,2.25,0,0,0.0,75.0,3,2,0.0,4,30.8,0,2,,,,66.9,77.0,69.2,75.5,,,,0,0,4,0.0,116.7,0.0,0,0,0,0,0,0,0.0,68,17.0,0,18,73.5,64.9,71.3,50.8,83.3,6,6,3.2,3.21,0,0,0.0,83.3,5,2,0.0,9,69.2,0,2,,,,70.3,54.6,71.9,62.7,,,49.9,0,0,9,50.0,89.6,11.1,1,2,0,0,0,0,0.0,33,5.5,100.0,7,7,4.7,2.89,0,0,0.0,100.0,7,0,0.0,9,69.2,0,3,,,,70.9,72.6,71.9,82.1,,,49.9,0,0,9,,116.1,0.0,0,2,0,0,0,0,0.0,83,11.9,0,33.3,3,3,3.3,2.98,0,0,0.0,33.3,1,4,0.0,4,30.8,0,1,,,,65.5,47.7,69.2,48.7,,,,0,0,4,25.0,54.9,25.0,1,0,0,0,0,0,0.0,18,6.0
Malik Willis,60341,QB,TEN,1,12,,0,0,,6.4,0,0,,,0,0,,1,8.3,0,0,,,,60.4,56.5,64.6,,,,58.3,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,31,74.5,45.9,48.4,52.2,80.0,5,5,7.6,3.29,0,0,0.0,80.0,4,6,0.0,11,91.7,0,2,,,,73.2,50.7,73.5,48.4,,,62.9,0,0,14,66.7,118.8,36.4,4,2,0,0,0,0,0.0,74,14.8,80.0,5,5,7.6,2.97,0,0,0.0,80.0,4,0,0.0,6,50.0,0,1,,,,70.3,54.9,71.5,56.9,,,58.3,0,0,8,,118.8,0.0,0,1,0,0,0,0,0.0,74,14.8,0,,0,0,,4.13,0,0,,,0,6,,6,50.0,0,1,,,,69.6,48.1,71.1,42.2,,,62.9,0,0,7,66.7,0.0,66.7,4,2,0,0,0,0,0.0,0,
Taysom Hill,12112,TE,NO,6,10,75.0,4,4,7.0,2.2,0,0,0.0,75.0,3,3,0.0,5,50.0,0,2,,,52.1,72.1,55.1,80.9,62.8,53.7,,,0,0,5,33.3,125.0,20.0,1,0,0,0,1,0,0.0,20,5.0,0,20,84.6,71.4,62.8,89.5,100.0,2,2,24.5,3.92,0,0,0.0,100.0,2,1,0.0,5,50.0,0,3,60.0,60.0,81.1,74.8,64.7,83.2,60.8,59.5,60.0,78.8,0,0,6,0.0,118.8,0.0,0,3,0,0,0,0,0.0,52,26.0,100.0,4,4,17.3,3.27,0,0,0.0,100.0,4,0,0.0,6,60.0,0,5,60.0,60.0,69.6,75.7,63.8,83.4,69.0,58.6,60.0,75.3,0,0,6,,158.3,0.0,0,2,0,0,1,0,0.0,68,17.0,0,50.0,2,2,4.0,2.75,0,0,0.0,50.0,1,4,0.0,4,40.0,0,0,,,70.5,70.2,55.6,80.6,52.3,54.5,,66.4,0,0,5,25.0,56.3,25.0,1,1,0,0,0,0,0.0,4,2.0
Tyler Huntley,46448,QB,BLT,3,9,50.0,2,2,12.5,1.7,0,0,0.0,50.0,1,0,0.0,2,22.2,0,0,,,,63.6,50.8,66.9,51.6,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,0,0.0,0,3,73.9,45.2,43.1,57.1,66.7,6,6,7.3,2.19,0,0,0.0,66.7,4,0,0.0,7,77.8,0,3,,,,69.6,43.0,71.1,45.5,,,57.9,0,0,7,,123.6,0.0,0,1,0,0,1,1,14.3,38,6.3,62.5,8,8,8.6,2.08,0,0,0.0,62.5,5,0,0.0,9,100.0,0,3,,,,70.9,40.7,71.9,43.1,,,57.9,0,0,9,,113.5,0.0,0,1,0,0,1,1,11.1,38,4.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Drew Lock,39517,QB,SEA,1,6,33.3,3,4,11.0,1.98,1,0,0.0,25.0,1,1,0.0,4,66.7,0,1,,,,66.9,44.2,69.2,45.5,,,,0,0,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,12,3.0,0,29,69.9,59.7,55.7,62.9,100.0,2,2,11.0,3.05,0,0,0.0,50.0,1,1,50.0,2,33.3,1,1,,,,63.6,72.8,66.9,71.5,,,,0,0,2,0.0,95.8,0.0,0,0,0,0,0,0,0.0,51,25.5,33.3,3,4,14.7,2.35,1,0,0.0,0.0,0,0,100.0,4,66.7,1,0,,,,66.9,53.3,69.2,53.8,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,2,2,5.5,2.3,0,0,0.0,100.0,2,2,0.0,2,33.3,0,2,,,,63.6,61.6,66.9,61.4,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,63,31.5
Blaine Gabbert,6162,QB,KC,1,5,0.0,1,1,3.0,2.6,0,0,0.0,0.0,0,1,,1,20.0,0,0,,,,60.4,60.5,64.6,60.4,,,,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,16,70.8,40.2,38.3,60.0,75.0,4,4,7.8,2.35,0,0,0.0,75.0,3,1,0.0,4,80.0,0,2,,,,68.0,34.2,69.9,36.4,,,,0,1,5,0.0,57.3,0.0,0,0,0,0,0,1,20.0,31,7.8,100.0,3,3,7.0,2.27,0,0,0.0,100.0,3,0,0.0,3,60.0,0,2,,,,66.9,74.9,69.2,73.5,,,,0,0,4,,109.7,0.0,0,0,0,0,0,0,0.0,31,10.3,0,0.0,2,2,6.5,2.6,0,0,0.0,0.0,0,2,,2,40.0,0,0,,,,63.6,20.9,66.9,22.7,,,,0,2,2,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
C.J. Beathard,11859,QB,JAX,2,4,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,15,70.5,66.2,65.2,60.5,100.0,4,4,4.5,2.08,0,0,0.0,75.0,3,0,25.0,4,100.0,1,1,,,,66.9,65.8,69.2,65.2,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,14,3.5,100.0,4,4,4.5,2.08,0,0,0.0,75.0,3,0,25.0,4,100.0,1,1,,,,66.9,65.8,69.2,65.2,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,14,3.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Sam Darnold,29048,QB,SF,2,3,0.0,1,1,4.0,1.8,0,0,0.0,0.0,0,0,,1,33.3,0,0,,,,60.4,55.7,64.6,56.7,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,28,73.3,59.8,55.2,62.1,100.0,2,2,-3.0,1.3,0,0,0.0,100.0,2,0,0.0,2,66.7,0,0,,,,63.6,62.2,66.9,61.9,,,,0,0,2,,81.3,0.0,0,0,0,0,0,0,0.0,7,3.5,66.7,3,3,-0.7,1.47,0,0,0.0,66.7,2,0,0.0,3,100.0,0,0,,,,65.5,54.8,68.2,55.2,,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,7,2.3,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Mike White,46453,QB,MIA,2,3,100.0,1,1,-7.0,1.8,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,60.4,60.5,64.6,60.4,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,0,17,70.7,46.2,40.0,61.0,50.0,2,2,21.5,2.4,0,1,50.0,50.0,1,0,0.0,2,66.7,0,1,,,,63.6,35.1,66.9,37.5,,,,0,1,2,,95.8,0.0,0,0,0,0,1,1,50.0,68,34.0,66.7,3,3,12.0,2.2,0,1,33.3,66.7,2,0,0.0,3,100.0,0,1,,,,65.5,38.1,68.2,40.0,,,,0,1,3,,109.7,0.0,0,0,0,0,1,1,33.3,67,22.3,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Aaron Rodgers,2241,QB,NYJ,1,2,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,,,60.4,53.0,64.6,53.9,,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,0,22,65.5,39.4,41.1,,,0,1,,4.15,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,63.6,47.7,66.9,49.6,,,,0,0,2,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,1,,4.15,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,65.5,39.2,68.2,41.1,,,,0,0,3,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0
Derrick Henry,10679,HB,TEN,2,2,100.0,1,1,8.0,2.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,75.6,70.1,77.8,75.5,70.4,89.8,,,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0,0,31,90.3,87.8,66.0,82.9,0.0,1,1,22.0,3.3,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,78.7,72.0,63.9,79.6,57.4,66.7,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,15.0,2.8,0,0,0.0,50.0,1,0,0.0,2,100.0,0,1,,,81.1,73.7,72.6,79.4,66.0,81.8,,,0,0,2,,95.8,0.0,0,0,0,0,1,0,0.0,2,1.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,70.5,65.8,63.9,75.9,,64.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Christian Kirk,47546,WR,JAX,2,2,100.0,1,1,-1.0,3.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,31.0,21.4,57.3,81.8,60.0,58.3,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,0,15,25.6,71.4,52.1,63.3,0.0,1,1,26.0,4.5,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,90.0,29.1,76.2,84.5,51.2,76.3,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,12.5,3.85,0,0,0.0,50.0,1,0,0.0,2,100.0,0,0,,,68.0,32.7,74.2,85.3,52.1,75.2,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,-1,-0.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,73.4,16.0,61.1,80.3,,60.4,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Jonnu Smith,11855,TE,ATL,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,77.3,70.6,74.2,80.7,,75.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,1,2,28.9,62.0,56.3,56.9,0.0,1,1,9.0,3.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,53.8,26.4,60.6,49.6,56.3,60.7,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,9.0,3.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,56.8,76.5,67.5,46.7,56.3,69.1,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,4,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,74.6,16.9,58.5,81.4,,56.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Chris Godwin,11839,WR,TB,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,79.4,71.9,82.1,80.3,,80.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,30,79.2,79.4,49.6,63.1,0.0,1,1,18.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,89.3,77.5,74.6,85.3,49.6,74.2,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,18.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,89.3,77.5,76.2,85.3,49.6,75.8,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,79.4,71.9,77.3,80.9,,75.9,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Kadarius Toney,61245,WR,KC,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,75.6,69.5,76.4,74.1,,75.4,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,16,26.7,63.8,55.1,48.6,0.0,1,1,16.0,4.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,47.7,21.8,60.5,78.7,55.1,61.1,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,56.9,23.9,70.2,77.8,,69.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,0.0,1,1,16.0,4.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,64.7,63.8,54.2,76.3,55.1,55.9,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Keenan Allen,7857,WR,LAC,1,1,100.0,1,1,23.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,87.6,76.7,84.5,83.0,73.6,83.8,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,49,49.0,0,27,49.6,88.6,73.6,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,84.3,32.1,86.1,50.0,,86.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,23.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,88.6,80.1,85.7,85.3,73.6,85.9,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,49,49.0,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,82.7,23.6,85.6,26.4,,84.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Malik Cunningham,60436,QB,NE,1,1,,0,0,,3.3,0,0,,,0,1,,1,100.0,0,0,,,,60.4,60.0,64.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,19,60.4,53.7,60.0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,55.5,66.4,,56.9,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,55.5,66.4,,56.9,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,3.3,0,0,,,0,1,,1,100.0,0,0,,,,60.4,60.0,64.6,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
DeAndre Hopkins,7808,WR,TEN,1,1,,0,0,,8.6,0,0,,,0,1,,1,100.0,0,0,,,62.1,72.3,80.0,81.4,,77.2,,65.6,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,31,77.9,78.5,,65.6,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,64.3,75.7,74.5,42.3,,75.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,59.0,76.6,82.1,30.3,,82.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,2,,0,0,,8.6,0,0,,,0,1,,1,100.0,0,0,,,75.6,70.1,68.0,83.5,,65.8,,65.6,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Parris Campbell,47940,WR,NYG,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,73.4,68.0,52.3,77.5,,52.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,21,78.2,51.8,60.0,,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,,,65.6,73.3,52.1,80.3,60.0,52.5,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,63.2,72.3,50.4,79.0,,50.9,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,,,75.6,70.1,54.3,79.3,60.0,54.7,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Johnny Hekker,7252,P,CAR,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,5,60.4,60.8,60.3,,100.0,1,1,-4.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.8,65.7,60.3,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,100.0,1,1,-4.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.8,65.7,60.3,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Jake Browning,46401,QB,CIN,1,1,0.0,1,1,15.0,2.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,60.4,54.5,64.6,55.1,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,7,64.5,55.2,55.1,60.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,0.0,1,1,15.0,2.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,60.4,54.5,64.6,55.1,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
