player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jonathan Bullard,10706,DI,MIN,8,8,2,,0,0,18,0,0,63.1,56.2,40.7,47.7,66.2,77.4,1,3,0,0,,4.5,1,0,2,0.0,0,0,0,0,0,0,284,284,3,94,55,132,0,0,152,132,0,12,13,4,0,4,0,0,0,
Kendall Fuller,10718,CB,MIA,7,8,0,52.6,1,0,17,0,0,70.3,72.0,83.7,,71.5,80.1,0,0,0,0,22,3.3,1,4,1,91.6,10,0,0,38,312,211,358,5,0,0,5,0,0,353,0,147,3,6,21,1,19,0,1,128,15,12.8
Nick Vigil,10721,LB,DAL,4,1,0,0.0,0,0,9,0,0,58.3,35.4,83.9,55.6,28.7,24.5,0,0,0,0,,50.0,2,0,0,39.6,0,0,0,41,0,23,46,1,0,0,1,0,1,45,3,20,2,1,1,0,1,0,0,0,0,
Javon Hargrave,10723,DI,SF,3,1,0,,0,0,28,0,0,60.4,60.6,79.4,73.3,44.7,45.1,0,7,0,0,,16.7,1,0,0,0.0,0,1,0,0,0,0,104,104,4,82,0,18,0,0,63,41,0,4,4,0,0,8,0,0,0,
Justin Simmons,10732,S,ATL,8,7,0,63.2,0,0,2,0,0,68.7,65.8,92.0,51.0,54.1,37.6,0,0,0,1,31,25.0,11,1,0,77.1,12,0,0,126,0,303,524,3,0,0,3,0,346,521,10,211,49,10,26,1,19,0,1,122,38,10.2
Sheldon Day,10737,DI,WAS,4,2,0,,0,0,32,0,0,,37.5,79.6,49.4,39.1,71.9,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,74,74,0,65,0,9,0,0,37,37,0,2,4,1,0,2,0,0,0,
Eric Murray,10740,S,HST,9,3,0,51.5,1,0,13,0,0,66.4,64.3,45.3,56.9,59.2,36.4,0,0,0,1,35,21.1,8,6,3,88.2,17,1,0,159,1,275,440,22,0,0,22,0,156,418,11,154,102,10,27,0,33,1,3,202,88,11.9
Miles Killebrew,10745,S,PIT,1,0,0,,0,0,25,0,0,,60.0,65.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
De'Vondre Campbell,10749,LB,SF,8,14,1,91.2,0,0,28,0,0,55.1,51.6,79.0,48.9,49.8,47.8,1,2,0,0,32,15.1,8,0,1,112.7,31,0,0,376,7,265,457,21,0,0,21,0,1,436,18,174,51,16,31,1,34,3,1,296,221,9.5
David Onyemata,10754,DI,ATL,9,7,1,,0,0,2,0,0,55.9,68.1,84.9,60.9,69.9,48.2,0,9,0,0,,12.0,3,0,0,0.0,0,1,0,1,0,2,335,334,24,208,18,84,0,1,187,146,0,12,15,2,0,10,0,0,0,
Andrew Billings,10756,DI,CHI,8,1,0,,0,1,6,0,0,59.7,62.5,64.4,78.6,50.0,51.8,2,11,0,0,,11.1,1,0,1,0.0,0,1,0,0,0,2,297,297,113,173,1,10,0,0,144,151,0,7,7,1,0,14,0,0,0,
Dean Lowry,10771,DI,PIT,6,1,0,,0,0,25,0,0,60.0,30.2,77.6,49.9,29.9,67.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,50,50,1,20,0,29,0,0,25,24,0,0,0,0,0,1,0,0,0,
Matthew Judon,10780,ED,ATL,9,6,3,40.0,0,0,2,0,0,48.1,46.8,30.6,54.2,51.9,62.9,1,10,0,0,14,7.7,2,0,3,52.9,2,2,0,6,0,29,373,361,0,4,348,9,0,12,201,143,6,10,18,2,5,13,0,21,29,10.5
