,,Win,,Cover,,Total Points,,Implied,Implied Score,
San Diego State,2022-01-22 21:30:00,-170,11.76,-3.5,16.67,121.5,19.05,61.2,62.5,59.0
St. Mary's (CAL),2022-01-22 22:00:00,-305,6.56,-7.0,18.18,127.0,18.18,71.9,67.0,60.0
Loyola Marymount,2022-01-22 22:00:00,240,48.00,7.0,18.18,127.0,18.18,28.1,60.0,67.0
Montana State,2022-01-22 22:00:00,-170,11.76,-4.0,18.18,137.5,17.39,61.2,70.8,66.8
Portland State,2022-01-22 22:00:00,150,30.00,4.0,18.18,137.5,19.05,38.8,66.8,70.8
Hawaii,2022-01-22 22:00:00,-275,7.27,-6.5,18.18,131.0,18.18,70.1,68.8,62.3
Cal-Poly San Luis Obispo,2022-01-22 22:00:00,220,44.00,6.5,18.18,131.0,18.18,29.9,62.3,68.8
UC Riverside,2022-01-22 22:00:00,-320,6.25,-8.0,19.05,126.0,17.39,72.7,67.0,59.0
Cal State-Northridge,2022-01-22 22:00:00,250,50.00,8.0,17.39,126.0,19.05,27.3,59.0,67.0
Arizona State,2022-01-22 23:00:00,190,38.00,5.5,18.18,134.0,18.18,33.0,64.3,69.8
Stanford,2022-01-22 23:00:00,-235,8.51,-5.5,18.18,134.0,18.18,67.0,69.8,64.3
