"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"24","Matt Jones",22420094,7700,61.16,55.68,2.8,79,24.5,0.5266,0.0079,0.2407,0.1607,0.0784,0.0374,0.0219,0.0064,100,0.0227,23,0.83,-0.71,-0.11,3,2022-05-08,"Wells Fargo"
"25","Kevin Streelman",22420095,7700,56.74,58.21,6.4,80.5,25,0.6266,0.0114,0.3342,0.2352,0.1262,0.0653,0.0399,0.0136,100,0.0695,25,1.77,0.23,0.03,6,2022-05-08,"Wells Fargo"
"26","Sepp Straka",22420096,7600,60.18,51.82,16.5,75.5,24,0.5949,0.0109,0.316,0.225,0.1204,0.0624,0.0385,0.0132,100,0.1913,23,1.74,0.33,0.05,17,2022-05-08,"Wells Fargo"
"27","Matthew NeSmith",22420097,7600,57.18,51.14,11.1,75,23.5,0.6106,0.0106,0.3199,0.224,0.1184,0.0614,0.0371,0.0126,31,0.0623,51.5,1.66,0.25,0.04,11,2022-05-08,"Wells Fargo"
"28","Joel Dahmen",22420098,7600,66.87,50.93,13.6,75,23.5,0.6407,0.012,0.3606,0.2574,0.1399,0.0757,0.0468,0.0156,51,0.1444,53.5,2.05,0.64,0.1,14,2022-05-08,"Wells Fargo"
"29","Lanto Griffin",22420099,7600,63.97,51.04,5.3,75,24,0.5462,0.0078,0.2569,0.1724,0.0861,0.0414,0.0239,0.0078,6,0.0436,79.5,1.03,-0.38,-0.06,5,2022-05-08,"Wells Fargo"
"30","Troy Merritt",22420100,7500,69.54,51.6,10.5,76,24,0.5812,0.0101,0.2999,0.2099,0.1104,0.055,0.0328,0.011,35,0.1139,54,1.47,0.18,0.03,11,2022-05-08,"Wells Fargo"
"31","C.T. Pan",22420101,7500,63.72,53.35,9.4,77,24.43,0.5806,0.0099,0.2992,0.2075,0.1078,0.0546,0.0334,0.0103,15,0.0705,67,1.37,0.08,0.01,9,2022-05-08,"Wells Fargo"
"32","Brandon Wu",22420102,7500,52.37,43.63,9,69,22,0.5044,0.0065,0.1995,0.1298,0.0588,0.0268,0.0144,0.0046,100,0.0521,27,0.61,-0.68,-0.1,9,2022-05-08,"Wells Fargo"
"33","David Lipsky",22420103,7500,53.88,50.59,5.7,75,23.5,0.5707,0.0094,0.2739,0.1875,0.097,0.0484,0.0295,0.0098,100,0.0479,18.5,1.31,0.02,0,6,2022-05-08,"Wells Fargo"
"34","Anirban Lahiri",22420104,7400,53.44,46.02,5.1,71.5,22.5,0.5368,0.0077,0.2528,0.1659,0.0808,0.0382,0.0223,0.0066,6,0.0568,74,0.89,-0.28,-0.04,5,2022-05-08,"Wells Fargo"
"35","Adam Long",22420105,7400,59.94,47.56,11.5,72.58,22.5,0.636,0.0137,0.3514,0.2521,0.1386,0.0744,0.0461,0.0165,100,0.0766,30,2.23,1.06,0.16,12,2022-05-08,"Wells Fargo"
"36","Francesco Molinari",22420106,7400,53.7,42.8,1.2,68.5,22,0.4614,0.0061,0.1816,0.1159,0.0546,0.0244,0.0136,0.004,100,0.0214,24,0.54,-0.63,-0.09,1,2022-05-08,"Wells Fargo"
"37","Rickie Fowler",22420107,7400,52.42,46.51,1.5,71.5,23,0.4969,0.0062,0.196,0.126,0.0584,0.0272,0.0162,0.0049,21,0.0289,65.5,0.66,-0.51,-0.08,1,2022-05-08,"Wells Fargo"
"38","Brendan Steele",22420108,7300,54.04,50.04,3.9,74,23.5,0.5455,0.0087,0.262,0.179,0.0904,0.0445,0.0268,0.0092,51,0.0335,46.5,1.26,0.2,0.03,4,2022-05-08,"Wells Fargo"
"39","Dylan Frittelli",22420109,7300,53.71,44.23,0.92,70,22.5,0.4743,0.0056,0.1902,0.1194,0.055,0.0254,0.0143,0.0043,46,0.0138,51,0.59,-0.47,-0.07,1,2022-05-08,"Wells Fargo"
"40","Alex Smalley",22420110,7300,59.28,51.96,8.4,75.5,24,0.5953,0.0097,0.293,0.2025,0.103,0.052,0.0316,0.0099,100,0.0538,19.5,1.36,0.3,0.04,8,2022-05-08,"Wells Fargo"
"41","Russell Knox",22420111,7300,59.53,51.96,6.5,75.5,23.93,0.6234,0.0108,0.3322,0.2364,0.1275,0.0674,0.0402,0.0134,35,0.0547,55,1.84,0.78,0.12,7,2022-05-08,"Wells Fargo"
"42","Denny McCarthy",22420112,7300,66.47,47.63,4.6,72.5,23,0.5674,0.0082,0.2855,0.1946,0.0992,0.0501,0.0291,0.0094,25,0.0729,55.5,1.29,0.23,0.03,5,2022-05-08,"Wells Fargo"
"43","Matthias Schwab",22420113,7200,59.64,54.48,2.9,77.5,24.5,0.527,0.0066,0.223,0.1416,0.0655,0.0305,0.0168,0.0048,100,0.0493,27,0.67,-0.27,-0.04,3,2022-05-08,"Wells Fargo"
"44","Lucas Glover",22420115,7200,65.5,51.74,5.3,75,24,0.5512,0.0082,0.2694,0.1819,0.0924,0.0463,0.0272,0.0083,100,0.0573,14.5,1.15,0.21,0.03,5,2022-05-08,"Wells Fargo"
"45","Kurt Kitayama",22420116,7200,53,48.25,4.2,73,23,0.4114,0.0038,0.1257,0.0742,0.0294,0.0123,0.0069,0.0021,15,0.0256,70.5,0.29,-0.65,-0.1,4,2022-05-08,"Wells Fargo"
"46","Stewart Cink",22420117,7200,52.88,43.19,1.1,69,22,0.4257,0.0046,0.1347,0.0809,0.0344,0.0142,0.0081,0.0024,9,0.0069,79.5,0.33,-0.61,-0.09,1,2022-05-08,"Wells Fargo"
"47","Luke List",22420118,7100,58.47,56.01,7.6,79.5,25,0.5621,0.0078,0.2588,0.1742,0.0861,0.042,0.0243,0.0075,31,0.0603,63.5,1.06,0.24,0.04,8,2022-05-08,"Wells Fargo"
"48","Beau Hossler",22420119,7100,53.79,42.49,2.4,68.5,21.5,0.4648,0.0056,0.1694,0.1053,0.0467,0.0207,0.0114,0.0034,100,0.0213,17,0.48,-0.34,-0.05,2,2022-05-08,"Wells Fargo"
"49","Mark Hubbard",22420120,7100,72.57,48.44,3.8,73,23,0.5612,0.0087,0.2731,0.1842,0.0933,0.0465,0.0278,0.0087,100,0.0689,29,1.23,0.41,0.06,4,2022-05-08,"Wells Fargo"
"50","Taylor Moore",22420121,7100,50.5,46.18,0.71,70.5,23,0.5588,0.0073,0.2541,0.1681,0.0812,0.0392,0.023,0.0064,64,0.0125,35,0.9,0.08,0.01,1,2022-05-08,"Wells Fargo"
"51","Martin Laird",22420122,7100,57.27,49.26,8.8,73.5,23,0.5641,0.0091,0.2832,0.1947,0.0991,0.0492,0.0288,0.0093,61,0.0564,40.5,1.31,0.49,0.07,9,2022-05-08,"Wells Fargo"
"52","J.T. Poston",22420123,7100,45.56,44.5,2,70,22,0.5193,0.0072,0.2318,0.1539,0.0728,0.0348,0.0207,0.0062,9,0.0114,66,0.87,0.05,0.01,2,2022-05-08,"Wells Fargo"
"53","Matthew Wolff",22420125,7000,60.55,33.49,0.58,59,19,0.3343,0.0026,0.0859,0.0479,0.0187,0.0075,0.0038,0.0012,25,0.0208,67,0.17,-0.56,-0.08,0,2022-05-08,"Wells Fargo"
"54","Doc Redman",22420126,7000,53.29,42.95,0.75,68.5,21.5,0.5133,0.0069,0.2101,0.1361,0.063,0.0282,0.016,0.005,100,0.0296,14.5,0.71,-0.02,0,1,2022-05-08,"Wells Fargo"
"55","Branden Grace",22420127,7000,47.08,44.91,1.5,70.5,22,0.4953,0.0062,0.209,0.1341,0.0618,0.0282,0.0157,0.0049,100,0.0195,23,0.7,-0.03,0,2,2022-05-08,"Wells Fargo"
"56","Greyson Sigg",22420128,7000,62,46.96,2.1,72,22.5,0.5234,0.0077,0.2353,0.1545,0.0736,0.0351,0.0195,0.0066,100,0.0293,17.5,0.94,0.21,0.03,2,2022-05-08,"Wells Fargo"
"57","Mackenzie Hughes",22420129,7000,59,43.04,0.94,67.5,22,0.523,0.0063,0.2201,0.1413,0.0656,0.0312,0.0179,0.005,9,0.0197,73.5,0.71,-0.02,0,1,2022-05-08,"Wells Fargo"
"58","Adam Svensson",22420130,6900,53.33,48.01,3.3,73,23,0.4771,0.0064,0.1904,0.1216,0.056,0.026,0.0139,0.0039,100,0.0248,26,0.57,-0.08,-0.01,3,2022-05-08,"Wells Fargo"
"59","Tyler Duncan",22420131,6900,56,42.89,1.9,68.5,21.5,0.5577,0.0094,0.2557,0.1731,0.0877,0.0426,0.0258,0.0089,100,0.0261,15.5,1.29,0.64,0.1,2,2022-05-08,"Wells Fargo"
"60","Stephan Jaeger",22420132,6900,45.78,34.82,0.38,61,19.5,0.4436,0.0046,0.1432,0.0862,0.0362,0.0162,0.009,0.0022,6,0.0046,78,0.32,-0.33,-0.05,0,2022-05-08,"Wells Fargo"
"61","Sung Kang",22420133,6900,51.32,34.33,1.7,60,19,0.3972,0.0054,0.1165,0.0691,0.0279,0.012,0.006,0.0015,100,0.0174,18,0.22,-0.43,-0.06,2,2022-05-08,"Wells Fargo"
"62","Scott Piercy",22420134,6900,50.56,41.65,0.9,67.5,21.5,0.4175,0.0038,0.1396,0.0836,0.0342,0.0143,0.0083,0.0022,37,0.0062,55,0.32,-0.33,-0.05,1,2022-05-08,"Wells Fargo"
"63","Brian Stuard",22420135,6900,51.05,43.52,1.4,68.5,21.5,0.5097,0.0065,0.2194,0.1435,0.0666,0.0299,0.0168,0.005,100,0.0138,17,0.72,0.07,0.01,1,2022-05-08,"Wells Fargo"
"64","Chad Ramey",22420137,6800,58.25,39.1,0.89,65,21,0.522,0.0061,0.215,0.1375,0.0623,0.0287,0.0164,0.005,21,0.0138,69,0.74,0.15,0.02,1,2022-05-08,"Wells Fargo"
"65","Ryan Armour",22420139,6800,47.8,52.49,6.7,75.5,24,0.5307,0.0082,0.2472,0.1666,0.0843,0.0415,0.0245,0.0075,25,0.0338,57,1.1,0.51,0.08,7,2022-05-08,"Wells Fargo"
"66","Zach Johnson",22420140,6800,41.63,43.13,0.29,68.5,22,0.432,0.0041,0.1536,0.0924,0.0396,0.0165,0.0091,0.0025,100,0.0024,24.5,0.37,-0.22,-0.03,0,2022-05-08,"Wells Fargo"
"67","Austin Smotherman",22420142,6800,54,42.91,2.3,68.5,22,0.4772,0.0053,0.1702,0.1052,0.0476,0.0221,0.0117,0.0029,25,0.0209,64.5,0.43,-0.16,-0.02,2,2022-05-08,"Wells Fargo"
"68","Lee Hodges",22420143,6800,53.94,45.64,0.45,71,22,0.4745,0.0056,0.1867,0.1182,0.0528,0.0233,0.0129,0.0033,100,0.0065,22,0.49,-0.1,-0.01,0,2022-05-08,"Wells Fargo"
"69","Andrew Putnam",22420144,6700,54.56,41.67,0.5,67.5,21.5,0.4881,0.0062,0.1987,0.1264,0.0573,0.0264,0.0148,0.0044,100,0.0089,24.5,0.66,0.13,0.02,1,2022-05-08,"Wells Fargo"
"70","Chez Reavie",22420145,6700,49.24,43.54,0.89,69,21.93,0.4493,0.0057,0.1649,0.1022,0.0466,0.0208,0.0112,0.0034,15,0.0156,61.5,0.51,-0.02,0,1,2022-05-08,"Wells Fargo"
"71","Kiradech Aphibarnrat",22420146,6700,51.25,35.54,0.19,61.5,19,0.4285,0.0048,0.1359,0.0827,0.0356,0.0149,0.0081,0.0023,100,0.0044,19.5,0.34,-0.19,-0.03,0,2022-05-08,"Wells Fargo"
"72","Kramer Hickok",22420147,6700,49.11,47.22,0.31,72,23,0.504,0.0069,0.2158,0.1407,0.0667,0.031,0.0182,0.0062,100,0.0052,28.5,0.93,0.4,0.06,0,2022-05-08,"Wells Fargo"
"73","Danny Lee",22420148,6700,49.96,41.27,0.36,67.58,21.5,0.4098,0.0047,0.1353,0.082,0.0342,0.0146,0.008,0.0023,100,0.002,28,0.34,-0.19,-0.03,0,2022-05-08,"Wells Fargo"
"74","Rory Sabbatini",22420149,6700,57.09,46.74,0.4,71.58,23,0.4607,0.0052,0.1654,0.103,0.0463,0.0216,0.0121,0.0034,41,0.009,57,0.51,-0.02,0,0,2022-05-08,"Wells Fargo"
"75","Joseph Bramlett",22420150,6700,50.36,46.54,0.66,71.5,23,0.4566,0.0058,0.1766,0.1106,0.0496,0.0217,0.0122,0.0035,100,0.0029,24.5,0.52,-0.01,0,1,2022-05-08,"Wells Fargo"
"76","Kevin Chappell",22420151,6700,54.18,42.25,0.37,67.58,21.93,0.3575,0.0037,0.1028,0.0595,0.0229,0.0095,0.005,0.0013,62,0.0123,44.5,0.19,-0.34,-0.05,0,2022-05-08,"Wells Fargo"
"77","Hank Lebioda",22420152,6600,44.42,44.6,0.74,69.5,22.5,0.4536,0.004,0.1561,0.0941,0.0401,0.0174,0.0094,0.0029,41,0.0084,54,0.44,-0.03,0,1,2022-05-08,"Wells Fargo"
"78","Charl Schwartzel",22420153,6600,43.23,38.39,0.62,64,20.5,0.353,0.0032,0.0957,0.0538,0.0204,0.0077,0.0039,9e-04,100,0.0112,29,0.14,-0.33,-0.05,1,2022-05-08,"Wells Fargo"
"79","Nick Taylor",22420154,6600,54.79,48.21,1.2,72.5,23.43,0.5042,0.0066,0.2159,0.1402,0.0646,0.029,0.0168,0.005,15,0.0105,61.5,0.76,0.29,0.04,1,2022-05-08,"Wells Fargo"
"80","Harry Higgs",22420155,6600,49.29,41.2,0.64,67,21,0.4843,0.006,0.1825,0.1152,0.0529,0.0243,0.0145,0.0044,100,0.0099,29.5,0.67,0.2,0.03,1,2022-05-08,"Wells Fargo"
"81","Peter Malnati",22420156,6600,57.55,39.48,1.7,66,21,0.4784,0.0063,0.1778,0.1106,0.0503,0.0223,0.0124,0.0033,51,0.0221,51,0.5,0.03,0,2,2022-05-08,"Wells Fargo"
"82","Adam Schenk",22420157,6600,44.42,40.03,0.46,66.08,20.5,0.4506,0.0052,0.1522,0.0931,0.0406,0.0167,0.0094,0.0022,9,0.0034,71,0.33,-0.14,-0.02,0,2022-05-08,"Wells Fargo"
"83","Matt Wallace",22420158,6600,43.85,37.99,0.59,64,20.5,0.3336,0.0025,0.0736,0.0394,0.0144,0.0056,0.0029,5e-04,100,0.0067,34.5,0.08,-0.39,-0.06,1,2022-05-08,"Wells Fargo"
"84","Michael Thompson",22420159,6600,56.28,45.22,0.7,70,22,0.5275,0.0064,0.221,0.1429,0.0674,0.0319,0.0177,0.0056,64,0.0105,34.5,0.85,0.38,0.06,1,2022-05-08,"Wells Fargo"
"85","Andrew Novak",22420160,6500,52.87,43.63,0.85,69.08,22,0.4297,0.0045,0.1507,0.0938,0.0412,0.0172,0.0094,0.0028,100,0.0042,21.5,0.43,0.02,0,1,2022-05-08,"Wells Fargo"
"86","Peter Uihlein",22420161,6500,58.21,41.03,0.5,67.5,21,0.4117,0.0042,0.122,0.0702,0.0274,0.0112,0.0054,0.0012,100,0.0043,24.5,0.18,-0.23,-0.03,0,2022-05-08,"Wells Fargo"
"87","Brice Garnett",22420162,6500,48.39,45.46,0.46,70,22.5,0.4702,0.0052,0.1823,0.1151,0.0516,0.0244,0.0129,0.0038,100,0.0041,15.5,0.58,0.17,0.03,0,2022-05-08,"Wells Fargo"
"88","Chase Seiffert",22420163,6500,57.44,47.12,0.77,72,22.5,0.5139,0.0069,0.2078,0.1348,0.063,0.0289,0.0163,0.0049,46,0.0124,57,0.75,0.34,0.05,1,2022-05-08,"Wells Fargo"
"89","John Huh",22420164,6500,57.85,45.35,0.82,70,22.5,0.496,0.0053,0.2066,0.1331,0.062,0.0287,0.016,0.0046,100,0.0073,27.5,0.71,0.3,0.04,1,2022-05-08,"Wells Fargo"
"90","Hayden Buckley",22420165,6500,54.5,44.27,1.5,70,22.5,0.4967,0.0067,0.1946,0.123,0.0564,0.0259,0.015,0.0045,100,0.0157,27.5,0.69,0.28,0.04,2,2022-05-08,"Wells Fargo"
"91","Trey Mullinax",22420166,6500,50.03,45.6,0.42,70.5,22.43,0.4575,0.0054,0.1618,0.0985,0.0423,0.0187,0.01,0.003,100,0.0086,22,0.46,0.05,0.01,0,2022-05-08,"Wells Fargo"
"92","Dylan Wu",22420167,6500,50.36,40.73,0.52,66.5,21,0.4466,0.0046,0.1513,0.0901,0.0392,0.0164,0.0092,0.0026,62,0.0027,43.5,0.4,-0.01,0,1,2022-05-08,"Wells Fargo"
"93","Bill Haas",22420168,6500,53.34,38.67,0.16,64,20.5,0.4159,0.0039,0.1285,0.0749,0.0302,0.0127,0.0073,0.002,100,0.0061,16,0.31,-0.1,-0.01,0,2022-05-08,"Wells Fargo"
"94","James Hahn",22420169,6400,39.61,43.71,0.25,68.5,22,0.4926,0.0056,0.1867,0.1174,0.0523,0.0237,0.013,0.0036,9,0.0018,69,0.56,0.21,0.03,0,2022-05-08,"Wells Fargo"
"95","Charley Hoffman",22420170,6400,49.15,48.57,0.85,73.5,23,0.3738,0.0034,0.1013,0.0581,0.023,0.0092,0.005,0.0016,100,0.0165,31,0.25,-0.1,-0.01,1,2022-05-08,"Wells Fargo"
"96","Luke Donald",22420171,6400,49.5,41.61,0.14,67,21.5,0.3453,0.0028,0.0907,0.0513,0.0212,0.0081,0.004,9e-04,25,0.0011,66,0.14,-0.21,-0.03,0,2022-05-08,"Wells Fargo"
"97","Satoshi Kodaira",22420172,6400,57.44,43.77,1,69,22,0.4182,0.0045,0.1403,0.0859,0.037,0.0163,0.0091,0.0024,100,0.0172,21,0.37,0.02,0,1,2022-05-08,"Wells Fargo"
"98","Justin Lower",22420173,6400,56.18,29.01,0.34,51.5,17.5,0.3669,0.0032,0.1056,0.0608,0.0235,0.0092,0.0043,0.0012,31,0.0019,60,0.19,-0.16,-0.02,0,2022-05-08,"Wells Fargo"
"99","Wesley Bryan",22420174,6400,51.89,39.02,0.32,65,21,0.3806,0.0035,0.1072,0.0616,0.0245,0.0104,0.0058,0.0022,100,0.0045,30.5,0.34,-0.01,0,0,2022-05-08,"Wells Fargo"
"100","Ben Kohles",22420175,6400,56.46,38.09,0.24,64.5,20.5,0.4616,0.0047,0.1589,0.0966,0.0411,0.0192,0.0102,0.0029,59,0.0025,40.5,0.45,0.1,0.01,0,2022-05-08,"Wells Fargo"
"101","Callum Tarren",22420176,6400,51.37,40.1,0.41,66.08,21,0.3893,0.0039,0.1181,0.0681,0.028,0.0116,0.006,0.0017,56,0.0021,52.5,0.27,-0.08,-0.01,0,2022-05-08,"Wells Fargo"
"102","Kevin Tway",22420177,6400,45.19,37.22,0.23,64,20,0.3844,0.0031,0.1031,0.058,0.0214,0.0089,0.0046,0.001,100,0.0011,23.5,0.16,-0.19,-0.03,0,2022-05-08,"Wells Fargo"
"103","Cameron Percy",22420178,6300,57.64,43.19,0.84,69,22,0.4517,0.0044,0.1529,0.0917,0.0395,0.0165,0.0091,0.0026,100,0.0087,29.5,0.41,0.13,0.02,1,2022-05-08,"Wells Fargo"
"104","Ben Martin",22420179,6300,50.28,41.86,0.57,67.5,21.5,0.4007,0.0033,0.1144,0.0676,0.0272,0.0111,0.0058,0.0015,51,0.0041,41.5,0.24,-0.04,-0.01,1,2022-05-08,"Wells Fargo"
"105","Brandon Hagy",22420180,6300,44.29,41.09,0.39,67.5,21,0.3271,0.0027,0.0799,0.0439,0.0159,0.0059,0.003,7e-04,100,0.0021,39,0.11,-0.17,-0.03,0,2022-05-08,"Wells Fargo"
"106","Roger Sloan",22420181,6300,44.61,44.28,0.31,70,22,0.4519,0.0048,0.1559,0.0958,0.0411,0.0183,0.0103,0.0026,100,0.0013,18.5,0.41,0.13,0.02,0,2022-05-08,"Wells Fargo"
"107","Jonathan Byrd",22420182,6300,55,38.31,0.68,64,20.5,0.3862,0.0043,0.1208,0.0705,0.03,0.0124,0.0063,0.0018,100,0.0087,17,0.29,0.01,0,1,2022-05-08,"Wells Fargo"
"108","Bo Hoag",22420183,6300,50.18,43.73,0.25,69,21.5,0.4049,0.0029,0.117,0.0668,0.0257,0.0101,0.0054,0.0016,100,0.0017,16,0.25,-0.03,0,0,2022-05-08,"Wells Fargo"
"109","Henrik Norlander",22420184,6300,49.06,41.82,0.5,67,21,0.4266,0.0051,0.1441,0.0879,0.0375,0.0163,0.0088,0.0023,59,0.0044,50,0.37,0.09,0.01,1,2022-05-08,"Wells Fargo"
"110","Vaughn Taylor",22420186,6300,51.1,42.21,0.64,68,21.5,0.4585,0.0046,0.1631,0.1006,0.0442,0.0189,0.0108,0.0033,100,0.0038,25,0.52,0.24,0.04,1,2022-05-08,"Wells Fargo"
"111","Camilo Villegas",22420187,6300,47.43,43.44,0.18,68.58,22,0.3273,0.0026,0.0813,0.0447,0.0169,0.0068,0.0032,9e-04,56,8e-04,41,0.14,-0.14,-0.02,0,2022-05-08,"Wells Fargo"
"112","Paul Barjon",22420188,6200,45.61,39.89,0.2,67,21,0.3934,0.0034,0.1123,0.0644,0.0258,0.0114,0.0058,0.0016,51,0.0012,46.5,0.26,0.05,0.01,0,2022-05-08,"Wells Fargo"
"113","Chesson Hadley",22420189,6200,41.78,33.77,0.37,59,19.43,0.3,0.0021,0.0604,0.0322,0.0109,0.0042,0.0018,4e-04,100,0.0022,20,0.06,-0.15,-0.02,0,2022-05-08,"Wells Fargo"
"114","Bryson Nimmer",22420190,6200,54.8,31.6,0.23,57,18.5,0.2786,0.0019,0.0584,0.0313,0.0113,0.0046,0.0021,4e-04,100,0.0016,17.5,0.06,-0.15,-0.02,0,2022-05-08,"Wells Fargo"
"115","Nick Watney",22420191,6200,48.79,31.53,0.19,56.5,18.5,0.3338,0.0029,0.086,0.0475,0.0181,0.0074,0.0037,0.001,100,0.0032,30.5,0.16,-0.05,-0.01,0,2022-05-08,"Wells Fargo"
"116","Jim Herman",22420192,6200,46.58,38.52,0.23,64.5,20.5,0.396,0.0043,0.1264,0.0746,0.0302,0.0143,0.0078,0.0022,100,0.0015,30.5,0.35,0.14,0.02,0,2022-05-08,"Wells Fargo"
"117","Kelly Kraft",22420193,6200,39.94,31.87,0.05,57.08,18.5,0.3408,0.0026,0.0895,0.05,0.0193,0.0074,0.0037,8e-04,49,9e-04,40,0.13,-0.08,-0.01,0,2022-05-08,"Wells Fargo"
